accountType,ministry,organization,specialAccount,subAccount,agency,sectionCode,sectionName,inInitial,inSupplement,inSettlement,initialAmount,supplementAmount,settlementAmount,initialDetailCount,supplementDetailCount,settlementDetailCount,supplementHasOutsideN,membershipPattern
general,国土交通省,国土交通本省,,,,099,国立研究開発法人海上・港湾・航空技術研究所運営費,1,1,1,5119774000,5379657000,5379657000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,100,国立研究開発法人海上・港湾・航空技術研究所施設整備費,1,1,1,100396000,1378210000,1378210000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,105,情報化推進費,1,1,1,524617000,3368872000,3368872000,6,4,6,1,ISF
general,国土交通省,国土交通本省,,,,106,国際協力費,1,1,1,1850631000,5490631000,5490631000,16,4,14,1,ISF
general,国土交通省,国土交通本省,,,,107,官庁施設保全等推進費,1,1,1,170279000,170279000,170279000,5,1,5,0,ISF
general,国土交通省,国土交通本省,,,,108,官庁営繕費,1,1,1,17421144000,22615620000,22615620000,4,4,4,0,ISF
general,国土交通省,国土交通本省,,,,109,河川等災害復旧事業費,1,1,1,40772570000,278270856000,278270856000,7,7,7,0,ISF
general,国土交通省,国土交通本省,,,,110,河川等災害関連事業費,1,1,1,15471465000,140937636000,140937636000,7,6,7,1,ISF
general,国土交通省,国土交通本省,,,,112,自動車重量税業務取扱費自動車安全特別会計へ繰入,1,1,1,265143000,268730000,268730000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,130,自動車運送業市場環境整備推進費,1,1,1,90666000,454986000,454986000,5,3,5,1,ISF
general,国土交通省,国土交通本省,,,,272,水資源開発事業調査諸費,1,1,1,1870000,1870000,1870000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,273,治水海岸事業調査諸費,1,1,1,150471000,153992000,153992000,6,4,6,1,ISF
general,国土交通省,国土交通本省,,,,275,都市開発事業調査諸費,1,1,1,23302000,23302000,23302000,3,1,3,0,ISF
general,国土交通省,国土交通本省,,,,276,住宅建設事業調査諸費,1,1,1,100501000,100626000,100626000,4,3,4,1,ISF
general,国土交通省,国土交通本省,,,,277,国営公園等事業調査諸費,1,1,1,29917000,29926000,29926000,6,3,6,1,ISF
general,国土交通省,国土交通本省,,,,278,下水道事業調査諸費,1,1,1,97221000,96651000,96651000,6,3,6,1,ISF
general,国土交通省,国土交通本省,,,,280,社会資本総合整備事業費,1,1,1,1281622000000,1672678197000,1672678197000,3,3,3,0,ISF
general,国土交通省,国土交通本省,,,,282,官民連携基盤整備推進調査費,1,1,1,331000000,331000000,331000000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,283,水資源開発施設災害復旧事業費,1,1,1,0,33000000,33000000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,285,住宅施設災害復旧事業費,1,1,1,101000000,123000000,123000000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,351,港湾環境整備事業費,1,1,1,1473925000,1782325000,1782325000,4,3,4,1,ISF
general,国土交通省,国土交通本省,,,,352,道路環境改善事業費,1,1,1,106444000000,119246000000,119246000000,6,5,6,1,ISF
general,国土交通省,国土交通本省,,,,353,河川整備事業費,1,1,1,466203769000,686825308000,686825308000,21,17,21,1,ISF
general,国土交通省,国土交通本省,,,,354,多目的ダム建設事業費,1,1,1,74852317000,91196284000,91196284000,8,8,8,0,ISF
general,国土交通省,国土交通本省,,,,355,総合流域防災事業費,1,1,1,6725938000,10926136000,10926136000,3,3,3,0,ISF
general,国土交通省,国土交通本省,,,,356,砂防事業費,1,1,1,115851528000,160002517000,160002517000,12,10,12,1,ISF
general,国土交通省,国土交通本省,,,,357,道路交通安全対策事業費,1,1,1,896459000000,1039972489000,1039972489000,17,13,18,1,ISF
general,国土交通省,国土交通本省,,,,358,エネルギー・鉄鋼港湾施設工事費,1,0,1,0,,0,3,,2,,I-F
general,国土交通省,国土交通本省,,,,359,地域連携道路事業費,1,1,1,550937000000,723311300000,723311300000,11,6,11,1,ISF
general,国土交通省,国土交通本省,,,,361,道路交通円滑化事業費,1,1,1,185379000000,246138000000,246138000000,7,5,7,1,ISF
general,国土交通省,国土交通本省,,,,364,道路整備事業調査諸費,1,1,1,48890000,48890000,48890000,5,1,5,0,ISF
general,国土交通省,国土交通本省,,,,365,港湾事業調査諸費,1,1,1,84574000,83982000,83982000,4,3,4,1,ISF
general,国土交通省,国土交通本省,,,,366,都市水環境整備事業調査諸費,1,1,1,7100000,6603000,6603000,4,3,4,1,ISF
general,国土交通省,国土交通本省,,,,367,独立行政法人自動車技術総合機構運営費,1,1,1,776181000,776181000,776181000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,368,鉄道施設災害復旧事業費,1,1,1,1000000000,1000000000,1000000000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,369,自動車安全特別会計へ繰入,1,1,1,6500000000,10000000000,10000000000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,373,独立行政法人自動車技術総合機構施設整備費,1,1,1,0,165000000,165000000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,374,附帯・受託工事費,1,1,1,72374000000,78267000000,78267000000,6,5,6,1,ISF
general,国土交通省,国土交通本省,,,,375,防災・減災対策等強化事業推進費,1,1,1,13886000000,13886000000,13604700000,2,1,12,0,ISF
general,国土交通省,国土交通本省,,,,376,社会資本整備円滑化地籍整備事業費,1,1,1,1322000000,1668940000,1668940000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,377,上下水道一体効率化・基盤強化推進事業費,1,1,1,2924000000,4263000000,4263000000,2,3,3,0,ISF
general,国土交通省,国土交通本省,,,,378,水道施設整備費,1,1,1,3697144000,3697144000,3697144000,4,1,4,0,ISF
general,国土交通省,国土交通本省,,,,379,水道施設整備事業調査諸費,1,1,1,2856000,2856000,2856000,5,1,5,0,ISF
general,国土交通省,国土交通本省,,,,380,独立行政法人海技教育機構船舶建造費,0,1,1,,55000000,55000000,,2,2,0,-SF
general,国土交通省,国土交通本省,,,,601,沖縄振興交付金事業推進費,0,0,1,,,29422824000,,,2,,--F
general,国土交通省,国土交通本省,,,,617,宇宙開発利用推進費,0,0,1,,,365000000,,,2,,--F
general,国土交通省,国土交通本省,,,,645,沖縄開発事業費,0,0,1,,,95968590000,,,48,,--F
general,国土交通省,国土交通本省,,,,648,沖縄北部連携促進特別振興対策特定開発事業推進費,0,0,1,,,2457640000,,,7,,--F
general,国土交通省,国土交通本省,,,,656,科学技術イノベーション創造推進費,0,0,1,,,4157689000,,,13,,--F
general,国土交通省,国土交通本省,,,,674,地方創生地域産業基盤整備事業推進費,0,0,1,,,8175000000,,,2,,--F
general,国土交通省,国土交通本省,,,,687,特定国有財産整備費,0,0,1,,,4342443000,,,4,,--F
general,国土交通省,国土交通本省,,,,815,地方創生基盤整備事業推進費,0,0,1,,,26011776000,,,2,,--F
general,国土交通省,国土交通本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,17256441201,,,3,,--F
general,国土交通省,国土交通本省,,,,859,生活基盤施設耐震化等対策費,0,0,1,,,0,,,2,,--F
general,国土交通省,国土交通本省,,,,868,水道施設災害復旧事業費,0,0,1,,,0,,,2,,--F
general,国土交通省,国土地理院,,,,141,国土地理院共通費,1,1,1,5078671000,5220190000,5220190000,18,7,18,1,ISF
general,国土交通省,国土地理院,,,,142,国土地理院施設費,1,1,1,59726000,161366000,161366000,4,2,4,0,ISF
general,国土交通省,国土地理院,,,,143,災害情報整備推進費,1,1,1,556029000,2918441000,2918441000,7,3,7,1,ISF
general,国土交通省,国土地理院,,,,144,地理空間情報整備・活用等推進費,1,1,1,2788732000,5105444000,5105444000,11,3,11,1,ISF
general,国土交通省,国土地理院,,,,145,技術研究開発推進費,1,1,1,79811000,106409000,106409000,6,3,6,1,ISF
general,国土交通省,国土地理院,,,,701,南極地域観測事業費,0,0,1,,,47962000,,,3,,--F
general,国土交通省,国土地理院,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,481972280,,,2,,--F
general,国土交通省,国土技術政策総合研究所,,,,131,国土技術政策総合研究所共通費,1,1,1,3221159000,3209675000,3209675000,20,8,20,1,ISF
general,国土交通省,国土技術政策総合研究所,,,,132,国土技術政策総合研究所施設費,1,1,1,101867000,1249671000,1249671000,3,3,3,0,ISF
general,国土交通省,国土技術政策総合研究所,,,,133,技術研究開発推進費,1,1,1,378593000,983434000,983434000,5,3,5,1,ISF
general,国土交通省,国土技術政策総合研究所,,,,136,治水海岸事業工事諸費,1,1,1,595288000,587044000,587044000,19,9,19,1,ISF
general,国土交通省,国土技術政策総合研究所,,,,137,道路整備事業工事諸費,1,1,1,484187000,482345000,482345000,19,9,18,1,ISF
general,国土交通省,国土技術政策総合研究所,,,,138,港湾空港整備事業工事諸費,1,1,1,207561000,204748000,204748000,16,9,16,1,ISF
general,国土交通省,国土技術政策総合研究所,,,,657,科学技術イノベーション創造推進費,0,0,1,,,251900000,,,5,,--F
general,国土交通省,国土技術政策総合研究所,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,1017868442,,,2,,--F
general,国土交通省,地方整備局,,,,161,地方整備局共通費,1,1,1,33622043000,34407097000,34407097000,17,9,17,1,ISF
general,国土交通省,地方整備局,,,,162,地方整備局施設費,1,1,1,1462000,47030000,47030000,2,3,3,0,ISF
general,国土交通省,地方整備局,,,,163,地方整備推進費,1,1,1,655225000,665738000,665738000,15,7,15,1,ISF
general,国土交通省,地方整備局,,,,164,国営公園等事業工事諸費,1,1,1,1716436000,1702389000,1702389000,24,12,24,1,ISF
general,国土交通省,地方整備局,,,,165,河川等災害復旧事業等工事諸費,1,1,1,592722000,3445536000,3445536000,5,5,5,0,ISF
general,国土交通省,地方整備局,,,,167,治水海岸事業工事諸費,1,1,1,89753870000,91577620000,91577620000,28,13,27,1,ISF
general,国土交通省,地方整備局,,,,168,道路整備事業工事諸費,1,1,1,79788923000,81401804000,81401804000,29,12,29,1,ISF
general,国土交通省,地方整備局,,,,169,港湾空港整備事業工事諸費,1,1,1,18627826000,19032094000,19032094000,29,10,29,1,ISF
general,国土交通省,地方整備局,,,,170,都市環境整備事業工事諸費,1,1,1,8510992000,8736133000,8736133000,25,11,25,1,ISF
general,国土交通省,地方整備局,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,10462264882,,,2,,--F
general,国土交通省,地方航空局,,,,201,地方航空局共通費,1,1,1,2295247000,2358833000,2358833000,13,6,13,1,ISF
general,国土交通省,地方航空局,,,,202,地方航空行政推進費,1,1,1,46369000,46369000,46369000,3,1,3,0,ISF
general,国土交通省,地方航空局,,,,838,情報通信技術調達等適正・効率化推進費,0,0,1,,,14555849,,,2,,--F
general,国土交通省,地方運輸局,,,,191,地方運輸局共通費,1,1,1,20976313000,21972050000,21972050000,24,10,23,1,ISF
general,国土交通省,地方運輸局,,,,192,地方運輸行政推進費,1,1,1,738202000,738202000,738202000,26,1,26,0,ISF
general,国土交通省,地方運輸局,,,,835,情報通信技術調達等適正・効率化推進費,0,0,1,,,491410723,,,2,,--F
general,国土交通省,気象庁,,,,231,気象官署共通費,1,1,1,35498580000,35528061000,35528061000,26,11,26,1,ISF
general,国土交通省,気象庁,,,,232,気象官署施設費,1,1,1,73375000,6078914000,6078914000,4,4,4,0,ISF
general,国土交通省,気象庁,,,,233,観測予報等業務費,1,1,1,11266960000,36618701000,36618701000,25,8,23,1,ISF
general,国土交通省,気象庁,,,,234,気象研究所,1,1,1,2332351000,2356495000,2356495000,16,8,13,1,ISF
general,国土交通省,気象庁,,,,235,海洋気象観測船建造費,0,1,1,,7137595000,7137595000,,4,4,0,-SF
general,国土交通省,気象庁,,,,659,科学技術イノベーション創造推進費,0,0,1,,,91500000,,,5,,--F
general,国土交通省,気象庁,,,,702,南極地域観測事業費,0,0,1,,,114289000,,,3,,--F
general,国土交通省,気象庁,,,,782,地球環境保全等試験研究費,0,0,1,,,27436000,,,4,,--F
general,国土交通省,気象庁,,,,792,放射能調査研究費,0,0,1,,,9000000,,,2,,--F
general,国土交通省,気象庁,,,,834,情報通信技術調達等適正・効率化推進費,0,0,1,,,12328044946,,,2,,--F
general,国土交通省,海上保安庁,,,,251,海上保安官署共通費,1,1,1,114650363000,118058190000,118058190000,26,13,26,1,ISF
general,国土交通省,海上保安庁,,,,252,海上保安官署施設費,1,1,1,4107111000,4976254000,4976254000,5,5,5,0,ISF
general,国土交通省,海上保安庁,,,,253,船舶交通安全及海上治安対策費,1,1,1,84038797000,132812805000,132812805000,36,13,37,1,ISF
general,国土交通省,海上保安庁,,,,254,船舶建造費,1,1,1,31983917000,67860864000,67860864000,4,4,4,0,ISF
general,国土交通省,海上保安庁,,,,255,船舶交通安全基盤整備事業費,1,1,1,23910662000,27947662000,27947662000,3,3,3,0,ISF
general,国土交通省,海上保安庁,,,,256,船舶交通安全基盤整備事業工事諸費,1,1,1,801338000,793288000,793288000,16,6,16,1,ISF
general,国土交通省,海上保安庁,,,,257,船舶交通安全基盤災害復旧事業費,1,1,1,0,940876000,940876000,2,2,2,0,ISF
general,国土交通省,海上保安庁,,,,265,船舶交通安全基盤災害復旧事業工事諸費,0,1,1,,17124000,17124000,,4,4,0,-SF
general,国土交通省,海上保安庁,,,,615,宇宙開発利用推進費,0,0,1,,,0,,,2,,--F
general,国土交通省,海上保安庁,,,,703,南極地域観測事業費,0,0,1,,,28764000,,,4,,--F
general,国土交通省,海上保安庁,,,,726,防災・減災対策等強化事業推進費,0,0,1,,,163900000,,,2,,--F
general,国土交通省,海上保安庁,,,,793,放射能調査研究費,0,0,1,,,126851000,,,3,,--F
general,国土交通省,海上保安庁,,,,836,情報通信技術調達等適正・効率化推進費,0,0,1,,,1960585652,,,2,,--F
general,国土交通省,海難審判所,,,,151,海難審判所共通費,1,1,1,913953000,904528000,904528000,14,8,14,1,ISF
general,国土交通省,海難審判所,,,,152,海難審判費,1,1,1,27334000,27334000,27334000,7,1,7,0,ISF
general,国土交通省,海難審判所,,,,837,情報通信技術調達等適正・効率化推進費,0,0,1,,,9596928,,,2,,--F
general,国土交通省,観光庁,,,,221,観光庁共通費,1,1,1,2118518000,2211820000,2211820000,13,8,11,1,ISF
general,国土交通省,観光庁,,,,222,観光振興費,1,1,1,4350987000,58670987000,58670987000,16,5,11,1,ISF
general,国土交通省,観光庁,,,,223,独立行政法人国際観光振興機構運営費,1,1,1,5242012000,5242012000,5242012000,2,1,2,0,ISF
general,国土交通省,観光庁,,,,225,国際観光旅客税財源観光振興費,1,1,1,32993333000,32993333000,10086000000,18,1,6,0,ISF
general,国土交通省,観光庁,,,,226,国際観光旅客税財源独立行政法人国際観光振興機構運営費,1,1,1,7300000000,7300000000,7300000000,2,1,2,0,ISF
general,国土交通省,観光庁,,,,839,情報通信技術調達等適正・効率化推進費,0,0,1,,,117309839,,,2,,--F
general,国土交通省,運輸安全委員会,,,,241,運輸安全委員会,1,1,1,2146045000,2136531000,2136531000,19,9,19,1,ISF
general,国土交通省,運輸安全委員会,,,,840,情報通信技術調達等適正・効率化推進費,0,0,1,,,9596928,,,2,,--F
general,外務省,在外公館,,,,021,在外公館共通費,1,1,1,171245643000,171025656000,171025656000,42,16,42,1,ISF
general,外務省,在外公館,,,,022,在外公館施設費,1,1,1,6166478000,14608881000,14608881000,10,10,10,0,ISF
general,外務省,在外公館,,,,023,地域別外交費,1,1,1,975046000,1005070000,1005070000,17,8,17,1,ISF
general,外務省,在外公館,,,,024,分野別外交費,1,1,1,557460000,643926000,643926000,16,10,12,1,ISF
general,外務省,在外公館,,,,025,広報文化交流及報道対策費,1,1,1,1343153000,1343153000,1343153000,14,1,14,0,ISF
general,外務省,在外公館,,,,026,領事政策費,1,1,1,5160427000,5417352000,5417352000,11,4,12,1,ISF
general,外務省,在外公館,,,,027,経済協力費,1,1,1,1278095000,1278095000,1278095000,8,1,8,0,ISF
general,外務省,在外公館,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,365209398,,,2,,--F
general,外務省,外務本省,,,,001,外務本省共通費,1,1,1,70596091000,76301004000,76301004000,45,17,45,1,ISF
general,外務省,外務本省,,,,002,外務本省施設費,1,1,1,921107000,1600375000,1600375000,4,3,4,1,ISF
general,外務省,外務本省,,,,003,地域別外交費,1,1,1,6533675000,18973500000,18973500000,39,19,39,1,ISF
general,外務省,外務本省,,,,004,分野別外交費,1,1,1,98824625000,136109622000,136109622000,48,22,41,1,ISF
general,外務省,外務本省,,,,005,広報文化交流及報道対策費,1,1,1,12646008000,14102423000,14102423000,24,7,23,1,ISF
general,外務省,外務本省,,,,006,独立行政法人国際交流基金運営費,1,1,1,11738398000,13080848000,13080848000,3,3,3,0,ISF
general,外務省,外務本省,,,,007,領事政策費,1,1,1,10194776000,13309000000,13309000000,15,5,15,1,ISF
general,外務省,外務本省,,,,008,経済協力費,1,1,1,179412439000,294984394000,294984394000,17,7,17,1,ISF
general,外務省,外務本省,,,,009,独立行政法人国際協力機構運営費,1,1,1,147413066000,167141389000,167141389000,2,2,2,0,ISF
general,外務省,外務本省,,,,011,独立行政法人国際交流基金施設整備費,1,0,1,0,,0,2,,2,,I-F
general,外務省,外務本省,,,,012,独立行政法人国際協力機構施設整備費,1,1,1,709106000,1831094000,1831094000,2,2,2,0,ISF
general,外務省,外務本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,21713466927,,,3,,--F
general,文部科学省,スポーツ庁,,,,101,スポーツ庁共通費,1,1,1,1269513000,1249268000,1249268000,14,8,13,1,ISF
general,文部科学省,スポーツ庁,,,,102,初等中等教育振興費,1,1,1,19289000,19289000,19289000,5,1,5,0,ISF
general,文部科学省,スポーツ庁,,,,103,私立学校振興費,1,1,1,80000000,80000000,80000000,2,1,2,0,ISF
general,文部科学省,スポーツ庁,,,,104,スポーツ振興費,1,1,1,11550603000,15575064000,15575064000,17,10,17,1,ISF
general,文部科学省,スポーツ庁,,,,107,独立行政法人日本スポーツ振興センター運営費,1,1,1,19938516000,19938516000,19938516000,2,1,2,0,ISF
general,文部科学省,スポーツ庁,,,,108,独立行政法人日本スポーツ振興センター施設整備費,1,1,1,0,1971303000,1971303000,4,4,4,0,ISF
general,文部科学省,スポーツ庁,,,,607,沖縄北部連携促進特別振興事業費,0,0,1,,,2350292000,,,2,,--F
general,文部科学省,スポーツ庁,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,10373000,,,2,,--F
general,文部科学省,文化庁,,,,081,文化庁共通費,1,1,1,3866390000,3812714000,3812714000,23,8,22,1,ISF
general,文部科学省,文化庁,,,,082,文化振興費,1,1,1,22153974000,32671661000,32671661000,14,6,13,1,ISF
general,文部科学省,文化庁,,,,083,日本芸術院,1,1,1,517762000,496042000,496042000,14,8,14,1,ISF
general,文部科学省,文化庁,,,,084,独立行政法人国立美術館運営費,1,1,1,8049544000,8049544000,8049544000,2,1,2,0,ISF
general,文部科学省,文化庁,,,,085,独立行政法人国立美術館施設整備費,1,1,1,100000000,606643000,606643000,2,2,2,0,ISF
general,文部科学省,文化庁,,,,086,独立行政法人日本芸術文化振興会運営費,1,1,1,11669391000,11669391000,11669391000,2,1,2,0,ISF
general,文部科学省,文化庁,,,,087,独立行政法人日本芸術文化振興会施設整備費,1,1,1,0,503285000,503285000,2,2,2,0,ISF
general,文部科学省,文化庁,,,,088,文化財保存事業費,1,1,1,43941352000,67622487000,67622487000,28,7,28,1,ISF
general,文部科学省,文化庁,,,,089,文化財保存施設整備費,1,1,1,567667000,567667000,567667000,5,1,5,0,ISF
general,文部科学省,文化庁,,,,090,独立行政法人国立文化財機構運営費,1,1,1,9577605000,9577605000,9577605000,2,1,2,0,ISF
general,文部科学省,文化庁,,,,091,独立行政法人国立文化財機構施設整備費,1,1,1,0,529540000,529540000,2,2,2,0,ISF
general,文部科学省,文化庁,,,,093,文化振興基盤整備費,1,1,1,2799512000,2805524000,2805524000,19,5,19,1,ISF
general,文部科学省,文化庁,,,,094,文化庁施設費,0,1,1,,96349000,96349000,,2,2,0,-SF
general,文部科学省,文化庁,,,,097,独立行政法人国立科学博物館運営費,1,1,1,2855040000,2855040000,2855040000,2,1,2,0,ISF
general,文部科学省,文化庁,,,,098,独立行政法人国立科学博物館施設整備費,1,1,1,0,583742000,583742000,2,2,2,0,ISF
general,文部科学省,文化庁,,,,099,独立行政法人日本芸術文化振興会出資,0,1,1,,20000000000,20000000000,,2,2,0,-SF
general,文部科学省,文化庁,,,,775,国際観光旅客税財源観光振興費,0,0,1,,,8116238000,,,7,,--F
general,文部科学省,文化庁,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,712841350,,,2,,--F
general,文部科学省,文部科学本省,,,,001,文部科学本省共通費,1,1,1,96247470000,96953533000,96953533000,39,16,36,1,ISF
general,文部科学省,文部科学本省,,,,002,文部科学本省施設費,1,1,1,0,895490000,895490000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,003,教育政策推進費,1,1,1,43718231000,47728294000,47728294000,28,14,29,1,ISF
general,文部科学省,文部科学本省,,,,005,独立行政法人国立女性教育会館運営費,1,1,1,478939000,478939000,478939000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,006,初等中等教育振興費,1,1,1,521077452000,559022121000,559022121000,44,17,44,1,ISF
general,文部科学省,文部科学本省,,,,007,独立行政法人国立青少年教育振興機構運営費,1,1,1,7745842000,7745842000,7745842000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,008,独立行政法人国立青少年教育振興機構施設整備費,1,1,1,0,1266761000,1266761000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,009,独立行政法人教職員支援機構運営費,1,1,1,1206557000,1206557000,1206557000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,010,独立行政法人教職員支援機構施設整備費,1,1,1,0,156790000,156790000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,011,独立行政法人国立特別支援教育総合研究所運営費,1,1,1,1101075000,1101075000,1101075000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,012,独立行政法人国立特別支援教育総合研究所施設整備費,1,1,1,0,45980000,45980000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,013,義務教育費国庫負担金,1,1,1,1562712000000,1626037771000,1626037771000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,014,高等教育振興費,1,1,1,28865571000,52655298000,52655298000,25,8,25,1,ISF
general,文部科学省,文部科学本省,,,,015,独立行政法人大学改革支援・学位授与機構運営費,1,1,1,1771228000,1771228000,1771228000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,017,独立行政法人国立高等専門学校機構運営費,1,1,1,62876991000,62898403000,62898403000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,018,独立行政法人国立高等専門学校機構船舶建造費,1,1,1,0,5524768000,5524768000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,020,独立行政法人国立高等専門学校機構施設整備費,1,1,1,2317054000,10471059000,10471059000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,021,育英事業費,1,1,1,101241471000,103754001000,103754001000,5,4,5,1,ISF
general,文部科学省,文部科学本省,,,,022,私立学校振興費,1,1,1,553885103000,569705500000,569705500000,19,10,19,1,ISF
general,文部科学省,文部科学本省,,,,023,科学技術・学術政策推進費,1,1,1,1526411000,1863055000,1863055000,25,7,25,1,ISF
general,文部科学省,文部科学本省,,,,027,研究振興費,1,1,1,307037268000,348402174000,348402174000,29,12,28,1,ISF
general,文部科学省,文部科学本省,,,,028,国立大学法人施設整備費,1,1,1,36559253000,102398516000,102398516000,4,4,4,0,ISF
general,文部科学省,文部科学本省,,,,030,国立大学法人運営費,1,1,1,1078350085000,1087615854000,1087615854000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,031,独立行政法人日本学術振興会運営費,1,1,1,27498267000,27498267000,27498267000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,032,研究開発推進費,1,1,1,118972292000,369757647000,369757647000,51,29,53,1,ISF
general,文部科学省,文部科学本省,,,,033,国立研究開発法人科学技術振興機構運営費,1,1,1,100970256000,100970256000,100970256000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,034,南極地域観測事業費,1,1,1,4743571000,4741918000,167781000,13,3,9,1,ISF
general,文部科学省,文部科学本省,,,,036,国立研究開発法人海洋研究開発機構運営費,1,1,1,30366656000,30900656000,30900656000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,037,国立研究開発法人海洋研究開発機構施設整備費,1,1,1,0,237000000,237000000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,038,国立研究開発法人海洋研究開発機構船舶建造費,1,1,1,3736133000,8965824000,8965824000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,039,国立研究開発法人物質・材料研究機構運営費,1,1,1,14423539000,14656039000,14656039000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,040,国立研究開発法人物質・材料研究機構施設整備費,1,1,1,0,2199000000,2199000000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,041,国立研究開発法人日本医療研究開発機構運営費,1,1,1,6563837000,6563837000,6563837000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,042,国立研究開発法人量子科学技術研究開発機構運営費,1,1,1,21788072000,22197372000,22197372000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,043,国立研究開発法人量子科学技術研究開発機構施設整備費,1,1,1,3956238000,11282737000,11282737000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,044,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,1,1,1,108032014000,134270990000,134270990000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,045,国立研究開発法人日本原子力研究開発機構運営費,1,1,1,36478799000,37466362000,37466362000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,046,国立研究開発法人日本原子力研究開発機構施設整備費,1,1,1,0,750851000,750851000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,047,国立研究開発法人宇宙航空研究開発機構運営費,1,1,1,122397995000,133352566000,133352566000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,048,国立研究開発法人宇宙航空研究開発機構施設整備費,1,1,1,6145851000,8899448000,8899448000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,049,国立研究開発法人理化学研究所運営費,1,1,1,55348412000,56318412000,56318412000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,050,国立研究開発法人理化学研究所施設整備費,1,1,1,0,11090000000,11090000000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,051,国立研究開発法人防災科学技術研究所運営費,1,1,1,7950507000,7950507000,7950507000,2,1,2,0,ISF
general,文部科学省,文部科学本省,,,,052,国立研究開発法人防災科学技術研究所施設整備費,1,1,1,0,3652802000,3652802000,2,2,2,0,ISF
general,文部科学省,文部科学本省,,,,054,公立文教施設整備費,1,1,1,68777207000,296529810000,296529810000,8,7,9,1,ISF
general,文部科学省,文部科学本省,,,,056,独立行政法人大学入試センター施設整備費,0,1,1,,209567000,209567000,,2,2,0,-SF
general,文部科学省,文部科学本省,,,,057,文化振興費,1,1,1,973000000,962500000,962500000,2,2,4,0,ISF
general,文部科学省,文部科学本省,,,,058,国際交流・協力推進費,1,1,1,30480350000,30766461000,30766461000,41,8,41,1,ISF
general,文部科学省,文部科学本省,,,,059,独立行政法人日本学生支援機構運営費,1,1,1,16604315000,16604315000,16604315000,3,1,3,0,ISF
general,文部科学省,文部科学本省,,,,060,独立行政法人国立女性教育会館施設整備費,0,1,1,,100724000,100724000,,2,2,0,-SF
general,文部科学省,文部科学本省,,,,063,独立行政法人日本学生支援機構施設整備費,1,1,1,0,508457000,508457000,3,2,3,0,ISF
general,文部科学省,文部科学本省,,,,064,国立研究開発法人科学技術振興機構施設整備費,1,1,1,139083000,1759407000,1759407000,2,2,2,0,ISF
