side,account,ministry,org,code,name,amount,category,extra,令和6年度予算総則15条_公式移替一致,公式移替元項掲載
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,646,消費生活復興政策費,285422000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,647,生活基盤行政復興政策費,10185000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,649,財務行政復興事業費,50000000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,650,教育・科学技術等復興政策費,7838957000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,651,教育・科学技術等復興政策費,205483000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,652,教育・科学技術等復興事業費,32049000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,656,社会保障等復興政策費,6918146000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,664,社会保障等復興事業費,694736000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,673,農林水産業復興政策費,6717108000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,674,農林水産業復興政策費,1917524000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,675,農林水産業復興政策費,4108528000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,676,農林水産業復興政策費,9113422000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,677,農林水産業復興事業費,2362500000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,678,農林水産業復興事業費,821354000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,680,経済・産業及エネルギー安定供給確保等復興政策費,28497874000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,684,経済・産業及エネルギー安定供給確保等復興政策費,399593000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,685,経済・産業及エネルギー安定供給確保等復興事業費,204599000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,691,東日本大震災復興独立行政法人中小企業基盤整備機構運営費,184736000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,692,住宅・地域公共交通等復興政策費,129807000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,693,住宅・地域公共交通等復興政策費,765136000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,694,環境保全復興政策費,12121235000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,695,環境保全復興政策費,108225009000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,696,東日本大震災復興事業費,41601809000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,697,東日本大震災復興事業費,3991000000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,701,東日本大震災災害復旧等事業費,6775222000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,703,東日本大震災災害復旧等事業費,136000000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,706,環境保全復興政策費,3326861000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,707,生活基盤行政復興政策費,114232000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,721,東日本大震災復興国営追悼・祈念施設整備事業工事諸費,27222000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,760,原子力災害復興再生支援事業費,40008200000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,761,原子力災害復興再生支援事業費,818775000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,762,原子力災害復興再生支援事業費,1827903000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,766,内閣共通費,36072000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,769,法務省共通費,2753000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,771,法務省共通費,16752000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,772,文部科学省共通費,265696000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,775,農林水産省共通費,8458000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,776,農林水産省共通費,62045000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,777,農林水産省共通費,19263000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,778,環境省共通費,684610000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,779,環境省共通費,4739552000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,782,法務行政復興政策費,24007000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,787,東日本大震災復興国立研究開発法人日本原子力研究開発機構運営費,1967761000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,788,東日本大震災復興国立研究開発法人水産研究・教育機構運営費,181554000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,791,環境保全復興事業費,10402749000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,792,環境保全復興事業費,75944256000,同一範囲・同一項名（項コード差）,,False,False
決算のみ,特別会計,国会、裁判所、会計検査院、内閣、内閣府、デジタル庁、復興庁、総務省、法務省、外務省、財務省、文部科学省、厚生労働省、農林水産省、経済産業省、国土交通省、環境省及び防衛省,東日本大震災復興,795,東日本大震災復興農業施設災害復旧事業等工事諸費,11183000,同一範囲・同一項名（項コード差）,,False,False
